"activityId","hasActivityType","hasLocation","hasTemporalExtent"
"A_ALUW_MX","A_ALUW","MX",2011
"A_LZTP_MX","A_LZTP","MX",2011
"A_LZTW_MX","A_LZTW","MX",2011
"A_COPP_MX","A_COPP","MX",2011
"A_COPW_MX","A_COPW","MX",2011
"A_ONFM_MX","A_ONFM","MX",2011
"A_ONFW_MX","A_ONFW","MX",2011
"A_METC_MX","A_METC","MX",2011
"A_FABM_MX","A_FABM","MX",2011
"A_MACH_MX","A_MACH","MX",2011
"A_OFMA_MX","A_OFMA","MX",2011
"A_ELMA_MX","A_ELMA","MX",2011
"A_RATV_MX","A_RATV","MX",2011
"A_MEIN_MX","A_MEIN","MX",2011
"A_MOTO_MX","A_MOTO","MX",2011
"A_OTRE_MX","A_OTRE","MX",2011
"A_FURN_MX","A_FURN","MX",2011
"A_RYMS_MX","A_RYMS","MX",2011
"A_POWC_MX","A_POWC","MX",2011
"A_POWG_MX","A_POWG","MX",2011
"A_POWN_MX","A_POWN","MX",2011
"A_POWH_MX","A_POWH","MX",2011
"A_POWW_MX","A_POWW","MX",2011
"A_POWP_MX","A_POWP","MX",2011
"A_POWB_MX","A_POWB","MX",2011
"A_POWS_MX","A_POWS","MX",2011
"A_POWM_MX","A_POWM","MX",2011
"A_POWT_MX","A_POWT","MX",2011
"A_POWD_MX","A_POWD","MX",2011
"A_GASD_MX","A_GASD","MX",2011
"A_HWAT_MX","A_HWAT","MX",2011
"A_WATR_MX","A_WATR","MX",2011
"A_CONS_MX","A_CONS","MX",2011
"A_TDMO_MX","A_TDMO","MX",2011
"A_TDFU_MX","A_TDFU","MX",2011
"A_TDWH_MX","A_TDWH","MX",2011
"A_TDRT_MX","A_TDRT","MX",2011
"A_HORE_MX","A_HORE","MX",2011
"A_TRAI_MX","A_TRAI","MX",2011
"A_TLND_MX","A_TLND","MX",2011
"A_TPIP_MX","A_TPIP","MX",2011
"A_TWAS_MX","A_TWAS","MX",2011
"A_TWAI_MX","A_TWAI","MX",2011
"A_TAIR_MX","A_TAIR","MX",2011
"A_TAUX_MX","A_TAUX","MX",2011
"A_PTEL_MX","A_PTEL","MX",2011
"A_FINT_MX","A_FINT","MX",2011
"A_FINS_MX","A_FINS","MX",2011
"A_FAUX_MX","A_FAUX","MX",2011
"A_REAL_MX","A_REAL","MX",2011
"A_MARE_MX","A_MARE","MX",2011
"A_COMP_MX","A_COMP","MX",2011
"A_RESD_MX","A_RESD","MX",2011
"A_OBUS_MX","A_OBUS","MX",2011
"A_PADF_MX","A_PADF","MX",2011
"A_EDUC_MX","A_EDUC","MX",2011
"A_HEAL_MX","A_HEAL","MX",2011
"A_BIOS_MX","A_BIOS","MX",2011
"A_WASF_MX","A_WASF","MX",2011
"A_WASO_MX","A_WASO","MX",2011
"A_LANF_MX","A_LANF","MX",2011
"A_LANP_MX","A_LANP","MX",2011
"A_LANL_MX","A_LANL","MX",2011
"A_LANI_MX","A_LANI","MX",2011
"A_LANT_MX","A_LANT","MX",2011
"A_LANW_MX","A_LANW","MX",2011
"A_ORGA_MX","A_ORGA","MX",2011
"A_RECR_MX","A_RECR","MX",2011
"A_OSER_MX","A_OSER","MX",2011
"A_PRHH_MX","A_PRHH","MX",2011
"A_WHEA_NL","A_WHEA","NL",2011
"A_OCER_NL","A_OCER","NL",2011
"A_FVEG_NL","A_FVEG","NL",2011
"A_OILS_NL","A_OILS","NL",2011
"A_SUGB_NL","A_SUGB","NL",2011
"A_FIBR_NL","A_FIBR","NL",2011
"A_OTCR_NL","A_OTCR","NL",2011
"A_CATL_NL","A_CATL","NL",2011
"A_PIGS_NL","A_PIGS","NL",2011
"A_PLTR_NL","A_PLTR","NL",2011
"A_OMEA_NL","A_OMEA","NL",2011
"A_MILK_NL","A_MILK","NL",2011
"A_FORE_NL","A_FORE","NL",2011
"A_FISH_NL","A_FISH","NL",2011
"A_COIL_NL","A_COIL","NL",2011
"A_GASE_NL","A_GASE","NL",2011
"A_ONFO_NL","A_ONFO","NL",2011
"A_SDCL_NL","A_SDCL","NL",2011
"A_CHMF_NL","A_CHMF","NL",2011
"A_PCAT_NL","A_PCAT","NL",2011
"A_PPIG_NL","A_PPIG","NL",2011
"A_PPLT_NL","A_PPLT","NL",2011
"A_POME_NL","A_POME","NL",2011
"A_VOIL_NL","A_VOIL","NL",2011
"A_DAIR_NL","A_DAIR","NL",2011
"A_SUGR_NL","A_SUGR","NL",2011
"A_OFOD_NL","A_OFOD","NL",2011
"A_BEVR_NL","A_BEVR","NL",2011
"A_FSHP_NL","A_FSHP","NL",2011
"A_TOBC_NL","A_TOBC","NL",2011
"A_TEXT_NL","A_TEXT","NL",2011
"A_GARM_NL","A_GARM","NL",2011
"A_LETH_NL","A_LETH","NL",2011
"A_WOOD_NL","A_WOOD","NL",2011
"A_WOOW_NL","A_WOOW","NL",2011
"A_PULP_NL","A_PULP","NL",2011
"A_PAPR_NL","A_PAPR","NL",2011
"A_PAPE_NL","A_PAPE","NL",2011
"A_MDIA_NL","A_MDIA","NL",2011
"A_COKE_NL","A_COKE","NL",2011
"A_REFN_NL","A_REFN","NL",2011
"A_NUCF_NL","A_NUCF","NL",2011
"A_PLAS_NL","A_PLAS","NL",2011
"A_PLAW_NL","A_PLAW","NL",2011
"A_NFER_NL","A_NFER","NL",2011
"A_PFER_NL","A_PFER","NL",2011
"A_CHEM_NL","A_CHEM","NL",2011
"A_RUBP_NL","A_RUBP","NL",2011
"A_GLAS_NL","A_GLAS","NL",2011
"A_GLAW_NL","A_GLAW","NL",2011
"A_CRMC_NL","A_CRMC","NL",2011
"A_BRIK_NL","A_BRIK","NL",2011
"A_CMNT_NL","A_CMNT","NL",2011
"A_ASHW_NL","A_ASHW","NL",2011
"A_ONMM_NL","A_ONMM","NL",2011
"A_STEL_NL","A_STEL","NL",2011
"A_STEW_NL","A_STEW","NL",2011
"A_PREM_NL","A_PREM","NL",2011
"A_ALUM_NL","A_ALUM","NL",2011
"A_ALUW_NL","A_ALUW","NL",2011
"A_LZTP_NL","A_LZTP","NL",2011
"A_LZTW_NL","A_LZTW","NL",2011
"A_COPP_NL","A_COPP","NL",2011
"A_COPW_NL","A_COPW","NL",2011
"A_ONFM_NL","A_ONFM","NL",2011
"A_ONFW_NL","A_ONFW","NL",2011
"A_METC_NL","A_METC","NL",2011
"A_FABM_NL","A_FABM","NL",2011
"A_MACH_NL","A_MACH","NL",2011
"A_OFMA_NL","A_OFMA","NL",2011
"A_ELMA_NL","A_ELMA","NL",2011
"A_RATV_NL","A_RATV","NL",2011
"A_MEIN_NL","A_MEIN","NL",2011
"A_MOTO_NL","A_MOTO","NL",2011
"A_OTRE_NL","A_OTRE","NL",2011
"A_FURN_NL","A_FURN","NL",2011
"A_RYMS_NL","A_RYMS","NL",2011
"A_BOTW_NL","A_BOTW","NL",2011
"A_POWC_NL","A_POWC","NL",2011
"A_POWG_NL","A_POWG","NL",2011
"A_POWN_NL","A_POWN","NL",2011
"A_POWH_NL","A_POWH","NL",2011
"A_POWW_NL","A_POWW","NL",2011
"A_POWP_NL","A_POWP","NL",2011
"A_POWB_NL","A_POWB","NL",2011
"A_POWS_NL","A_POWS","NL",2011
"A_POWZ_NL","A_POWZ","NL",2011
"A_POWT_NL","A_POWT","NL",2011
"A_POWD_NL","A_POWD","NL",2011
"A_GASD_NL","A_GASD","NL",2011
"A_HWAT_NL","A_HWAT","NL",2011
"A_WATR_NL","A_WATR","NL",2011
"A_CONS_NL","A_CONS","NL",2011
"A_CONW_NL","A_CONW","NL",2011
"A_TDMO_NL","A_TDMO","NL",2011
"A_TDFU_NL","A_TDFU","NL",2011
"A_TDWH_NL","A_TDWH","NL",2011
"A_TDRT_NL","A_TDRT","NL",2011
"A_HORE_NL","A_HORE","NL",2011
"A_TRAI_NL","A_TRAI","NL",2011
"A_TLND_NL","A_TLND","NL",2011
"A_TPIP_NL","A_TPIP","NL",2011
"A_TWAS_NL","A_TWAS","NL",2011
"A_TWAI_NL","A_TWAI","NL",2011
"A_TAIR_NL","A_TAIR","NL",2011
"A_TAUX_NL","A_TAUX","NL",2011
"A_PTEL_NL","A_PTEL","NL",2011
"A_FINT_NL","A_FINT","NL",2011
"A_FINS_NL","A_FINS","NL",2011
"A_FAUX_NL","A_FAUX","NL",2011
"A_REAL_NL","A_REAL","NL",2011
"A_MARE_NL","A_MARE","NL",2011
"A_COMP_NL","A_COMP","NL",2011
"A_RESD_NL","A_RESD","NL",2011
"A_OBUS_NL","A_OBUS","NL",2011
"A_PADF_NL","A_PADF","NL",2011
"A_EDUC_NL","A_EDUC","NL",2011
"A_HEAL_NL","A_HEAL","NL",2011
"A_INCF_NL","A_INCF","NL",2011
"A_INCP_NL","A_INCP","NL",2011
"A_INCL_NL","A_INCL","NL",2011
"A_INCM_NL","A_INCM","NL",2011
"A_INCT_NL","A_INCT","NL",2011
"A_INCW_NL","A_INCW","NL",2011
"A_INCO_NL","A_INCO","NL",2011
"A_BIOF_NL","A_BIOF","NL",2011
"A_BIOP_NL","A_BIOP","NL",2011
"A_BIOS_NL","A_BIOS","NL",2011
"A_COMF_NL","A_COMF","NL",2011
"A_WASF_NL","A_WASF","NL",2011
"A_WASO_NL","A_WASO","NL",2011
"A_LANF_NL","A_LANF","NL",2011
"A_LANP_NL","A_LANP","NL",2011
"A_LANL_NL","A_LANL","NL",2011
"A_LANI_NL","A_LANI","NL",2011
"A_LANT_NL","A_LANT","NL",2011
"A_LANW_NL","A_LANW","NL",2011
"A_ORGA_NL","A_ORGA","NL",2011
"A_RECR_NL","A_RECR","NL",2011
"A_OSER_NL","A_OSER","NL",2011
"A_PRHH_NL","A_PRHH","NL",2011
"A_WHEA_NO","A_WHEA","NO",2011
"A_OCER_NO","A_OCER","NO",2011
"A_FVEG_NO","A_FVEG","NO",2011
"A_OILS_NO","A_OILS","NO",2011
"A_CATL_NO","A_CATL","NO",2011
"A_PIGS_NO","A_PIGS","NO",2011
"A_PLTR_NO","A_PLTR","NO",2011
"A_OMEA_NO","A_OMEA","NO",2011
"A_OANP_NO","A_OANP","NO",2011
"A_MILK_NO","A_MILK","NO",2011
"A_FORE_NO","A_FORE","NO",2011
"A_FISH_NO","A_FISH","NO",2011
"A_COAL_NO","A_COAL","NO",2011
"A_COIL_NO","A_COIL","NO",2011
"A_GASE_NO","A_GASE","NO",2011
"A_IRON_NO","A_IRON","NO",2011
"A_NIKO_NO","A_NIKO","NO",2011
"A_ONFO_NO","A_ONFO","NO",2011
"A_STON_NO","A_STON","NO",2011
"A_SDCL_NO","A_SDCL","NO",2011
"A_CHMF_NO","A_CHMF","NO",2011
"A_PCAT_NO","A_PCAT","NO",2011
"A_PPIG_NO","A_PPIG","NO",2011
"A_PPLT_NO","A_PPLT","NO",2011
"A_POME_NO","A_POME","NO",2011
"A_VOIL_NO","A_VOIL","NO",2011
"A_DAIR_NO","A_DAIR","NO",2011
"A_OFOD_NO","A_OFOD","NO",2011
"A_BEVR_NO","A_BEVR","NO",2011
"A_FSHP_NO","A_FSHP","NO",2011
"A_TOBC_NO","A_TOBC","NO",2011
"A_TEXT_NO","A_TEXT","NO",2011
"A_GARM_NO","A_GARM","NO",2011
"A_LETH_NO","A_LETH","NO",2011
"A_WOOD_NO","A_WOOD","NO",2011
"A_WOOW_NO","A_WOOW","NO",2011
"A_PULP_NO","A_PULP","NO",2011
"A_PAPR_NO","A_PAPR","NO",2011
"A_PAPE_NO","A_PAPE","NO",2011
"A_MDIA_NO","A_MDIA","NO",2011
"A_REFN_NO","A_REFN","NO",2011
"A_PLAS_NO","A_PLAS","NO",2011
"A_PLAW_NO","A_PLAW","NO",2011
"A_NFER_NO","A_NFER","NO",2011
"A_PFER_NO","A_PFER","NO",2011
"A_CHEM_NO","A_CHEM","NO",2011
"A_RUBP_NO","A_RUBP","NO",2011
"A_GLAS_NO","A_GLAS","NO",2011
"A_GLAW_NO","A_GLAW","NO",2011
"A_CRMC_NO","A_CRMC","NO",2011
"A_BRIK_NO","A_BRIK","NO",2011
"A_CMNT_NO","A_CMNT","NO",2011
"A_ASHW_NO","A_ASHW","NO",2011
"A_ONMM_NO","A_ONMM","NO",2011
"A_STEL_NO","A_STEL","NO",2011
"A_STEW_NO","A_STEW","NO",2011
"A_PREM_NO","A_PREM","NO",2011
"A_ALUM_NO","A_ALUM","NO",2011
"A_ALUW_NO","A_ALUW","NO",2011
"A_LZTP_NO","A_LZTP","NO",2011
"A_COPP_NO","A_COPP","NO",2011
"A_ONFM_NO","A_ONFM","NO",2011
"A_ONFW_NO","A_ONFW","NO",2011
"A_METC_NO","A_METC","NO",2011
"A_FABM_NO","A_FABM","NO",2011
"A_MACH_NO","A_MACH","NO",2011
"A_OFMA_NO","A_OFMA","NO",2011
"A_ELMA_NO","A_ELMA","NO",2011
"A_RATV_NO","A_RATV","NO",2011
"A_MEIN_NO","A_MEIN","NO",2011
"A_MOTO_NO","A_MOTO","NO",2011
"A_OTRE_NO","A_OTRE","NO",2011
"A_FURN_NO","A_FURN","NO",2011
"A_RYMS_NO","A_RYMS","NO",2011
"A_BOTW_NO","A_BOTW","NO",2011
"A_POWC_NO","A_POWC","NO",2011
"A_POWG_NO","A_POWG","NO",2011
"A_POWH_NO","A_POWH","NO",2011
"A_POWW_NO","A_POWW","NO",2011
"A_POWP_NO","A_POWP","NO",2011
"A_POWB_NO","A_POWB","NO",2011
"A_POWZ_NO","A_POWZ","NO",2011
"A_POWT_NO","A_POWT","NO",2011
"A_POWD_NO","A_POWD","NO",2011
"A_GASD_NO","A_GASD","NO",2011
"A_HWAT_NO","A_HWAT","NO",2011
"A_WATR_NO","A_WATR","NO",2011
"A_CONS_NO","A_CONS","NO",2011
"A_TDMO_NO","A_TDMO","NO",2011
"A_TDFU_NO","A_TDFU","NO",2011
"A_TDWH_NO","A_TDWH","NO",2011
"A_TDRT_NO","A_TDRT","NO",2011
"A_HORE_NO","A_HORE","NO",2011
"A_TRAI_NO","A_TRAI","NO",2011
"A_TLND_NO","A_TLND","NO",2011
"A_TPIP_NO","A_TPIP","NO",2011
"A_TWAS_NO","A_TWAS","NO",2011
"A_TWAI_NO","A_TWAI","NO",2011
"A_TAIR_NO","A_TAIR","NO",2011
"A_TAUX_NO","A_TAUX","NO",2011
"A_PTEL_NO","A_PTEL","NO",2011
"A_FINT_NO","A_FINT","NO",2011
"A_FINS_NO","A_FINS","NO",2011
"A_FAUX_NO","A_FAUX","NO",2011
"A_REAL_NO","A_REAL","NO",2011
"A_MARE_NO","A_MARE","NO",2011
"A_COMP_NO","A_COMP","NO",2011
"A_RESD_NO","A_RESD","NO",2011
"A_OBUS_NO","A_OBUS","NO",2011
"A_PADF_NO","A_PADF","NO",2011
"A_EDUC_NO","A_EDUC","NO",2011
"A_HEAL_NO","A_HEAL","NO",2011
"A_INCF_NO","A_INCF","NO",2011
"A_INCP_NO","A_INCP","NO",2011
"A_INCL_NO","A_INCL","NO",2011
"A_INCM_NO","A_INCM","NO",2011
"A_INCT_NO","A_INCT","NO",2011
"A_INCW_NO","A_INCW","NO",2011
"A_INCO_NO","A_INCO","NO",2011
"A_BIOS_NO","A_BIOS","NO",2011
"A_COMF_NO","A_COMF","NO",2011
"A_WASF_NO","A_WASF","NO",2011
"A_WASO_NO","A_WASO","NO",2011
"A_LANF_NO","A_LANF","NO",2011
"A_LANP_NO","A_LANP","NO",2011
"A_LANL_NO","A_LANL","NO",2011
"A_LANI_NO","A_LANI","NO",2011
"A_LANT_NO","A_LANT","NO",2011
"A_LANW_NO","A_LANW","NO",2011
"A_ORGA_NO","A_ORGA","NO",2011
"A_RECR_NO","A_RECR","NO",2011
"A_OSER_NO","A_OSER","NO",2011
"A_WHEA_PL","A_WHEA","PL",2011
"A_OCER_PL","A_OCER","PL",2011
"A_FVEG_PL","A_FVEG","PL",2011
"A_OILS_PL","A_OILS","PL",2011
"A_SUGB_PL","A_SUGB","PL",2011
"A_FIBR_PL","A_FIBR","PL",2011
"A_OTCR_PL","A_OTCR","PL",2011
"A_CATL_PL","A_CATL","PL",2011
"A_PIGS_PL","A_PIGS","PL",2011
"A_PLTR_PL","A_PLTR","PL",2011
"A_OMEA_PL","A_OMEA","PL",2011
"A_OANP_PL","A_OANP","PL",2011
"A_MILK_PL","A_MILK","PL",2011
"A_MANC_PL","A_MANC","PL",2011
"A_FORE_PL","A_FORE","PL",2011
"A_FISH_PL","A_FISH","PL",2011
"A_COAL_PL","A_COAL","PL",2011
"A_COIL_PL","A_COIL","PL",2011
"A_GASE_PL","A_GASE","PL",2011
"A_COPO_PL","A_COPO","PL",2011
"A_NIKO_PL","A_NIKO","PL",2011
"A_PREO_PL","A_PREO","PL",2011
"A_LZTO_PL","A_LZTO","PL",2011
"A_ONFO_PL","A_ONFO","PL",2011
"A_STON_PL","A_STON","PL",2011
"A_SDCL_PL","A_SDCL","PL",2011
"A_CHMF_PL","A_CHMF","PL",2011
"A_PCAT_PL","A_PCAT","PL",2011
"A_PPIG_PL","A_PPIG","PL",2011
"A_PPLT_PL","A_PPLT","PL",2011
"A_POME_PL","A_POME","PL",2011
"A_VOIL_PL","A_VOIL","PL",2011
"A_DAIR_PL","A_DAIR","PL",2011
"A_SUGR_PL","A_SUGR","PL",2011
"A_OFOD_PL","A_OFOD","PL",2011
"A_BEVR_PL","A_BEVR","PL",2011
"A_FSHP_PL","A_FSHP","PL",2011
"A_TOBC_PL","A_TOBC","PL",2011
"A_TEXT_PL","A_TEXT","PL",2011
"A_GARM_PL","A_GARM","PL",2011
"A_LETH_PL","A_LETH","PL",2011
"A_WOOD_PL","A_WOOD","PL",2011
"A_WOOW_PL","A_WOOW","PL",2011
"A_PULP_PL","A_PULP","PL",2011
"A_PAPR_PL","A_PAPR","PL",2011
"A_PAPE_PL","A_PAPE","PL",2011
"A_MDIA_PL","A_MDIA","PL",2011
"A_COKE_PL","A_COKE","PL",2011
"A_REFN_PL","A_REFN","PL",2011
"A_PLAS_PL","A_PLAS","PL",2011
"A_PLAW_PL","A_PLAW","PL",2011
"A_NFER_PL","A_NFER","PL",2011
"A_PFER_PL","A_PFER","PL",2011
"A_CHEM_PL","A_CHEM","PL",2011
"A_RUBP_PL","A_RUBP","PL",2011
"A_GLAS_PL","A_GLAS","PL",2011
"A_GLAW_PL","A_GLAW","PL",2011
"A_CRMC_PL","A_CRMC","PL",2011
"A_BRIK_PL","A_BRIK","PL",2011
"A_CMNT_PL","A_CMNT","PL",2011
"A_ASHW_PL","A_ASHW","PL",2011
"A_ONMM_PL","A_ONMM","PL",2011
"A_STEL_PL","A_STEL","PL",2011
"A_STEW_PL","A_STEW","PL",2011
"A_PREM_PL","A_PREM","PL",2011
"A_ALUM_PL","A_ALUM","PL",2011
"A_ALUW_PL","A_ALUW","PL",2011
"A_LZTP_PL","A_LZTP","PL",2011
"A_LZTW_PL","A_LZTW","PL",2011
"A_COPP_PL","A_COPP","PL",2011
"A_COPW_PL","A_COPW","PL",2011
"A_ONFM_PL","A_ONFM","PL",2011
"A_ONFW_PL","A_ONFW","PL",2011
"A_METC_PL","A_METC","PL",2011
"A_FABM_PL","A_FABM","PL",2011
"A_MACH_PL","A_MACH","PL",2011
"A_OFMA_PL","A_OFMA","PL",2011
"A_ELMA_PL","A_ELMA","PL",2011
"A_RATV_PL","A_RATV","PL",2011
"A_MEIN_PL","A_MEIN","PL",2011
"A_MOTO_PL","A_MOTO","PL",2011
"A_OTRE_PL","A_OTRE","PL",2011
"A_FURN_PL","A_FURN","PL",2011
"A_RYMS_PL","A_RYMS","PL",2011
"A_POWC_PL","A_POWC","PL",2011
"A_POWG_PL","A_POWG","PL",2011
"A_POWH_PL","A_POWH","PL",2011
"A_POWW_PL","A_POWW","PL",2011
"A_POWP_PL","A_POWP","PL",2011
"A_POWB_PL","A_POWB","PL",2011
"A_POWT_PL","A_POWT","PL",2011
"A_POWD_PL","A_POWD","PL",2011
"A_MGWG_PL","A_MGWG","PL",2011
"A_GASD_PL","A_GASD","PL",2011
"A_HWAT_PL","A_HWAT","PL",2011
"A_WATR_PL","A_WATR","PL",2011
"A_CONS_PL","A_CONS","PL",2011
"A_CONW_PL","A_CONW","PL",2011
"A_TDMO_PL","A_TDMO","PL",2011
"A_TDFU_PL","A_TDFU","PL",2011
"A_TDWH_PL","A_TDWH","PL",2011
"A_TDRT_PL","A_TDRT","PL",2011
"A_HORE_PL","A_HORE","PL",2011
"A_TRAI_PL","A_TRAI","PL",2011
"A_TLND_PL","A_TLND","PL",2011
"A_TPIP_PL","A_TPIP","PL",2011
"A_TWAS_PL","A_TWAS","PL",2011
"A_TWAI_PL","A_TWAI","PL",2011
"A_TAIR_PL","A_TAIR","PL",2011
"A_TAUX_PL","A_TAUX","PL",2011
"A_PTEL_PL","A_PTEL","PL",2011
"A_FINT_PL","A_FINT","PL",2011
"A_FINS_PL","A_FINS","PL",2011
"A_FAUX_PL","A_FAUX","PL",2011
"A_REAL_PL","A_REAL","PL",2011
"A_MARE_PL","A_MARE","PL",2011
"A_COMP_PL","A_COMP","PL",2011
"A_RESD_PL","A_RESD","PL",2011
"A_OBUS_PL","A_OBUS","PL",2011
"A_PADF_PL","A_PADF","PL",2011
"A_EDUC_PL","A_EDUC","PL",2011
"A_HEAL_PL","A_HEAL","PL",2011
"A_INCF_PL","A_INCF","PL",2011
"A_INCP_PL","A_INCP","PL",2011
"A_INCL_PL","A_INCL","PL",2011
"A_INCM_PL","A_INCM","PL",2011
"A_INCT_PL","A_INCT","PL",2011
"A_INCW_PL","A_INCW","PL",2011
"A_INCO_PL","A_INCO","PL",2011
"A_BIOF_PL","A_BIOF","PL",2011
"A_BIOP_PL","A_BIOP","PL",2011
"A_BIOS_PL","A_BIOS","PL",2011
"A_COMF_PL","A_COMF","PL",2011
"A_COMW_PL","A_COMW","PL",2011
"A_WASF_PL","A_WASF","PL",2011
"A_WASO_PL","A_WASO","PL",2011
"A_LANF_PL","A_LANF","PL",2011
"A_LANP_PL","A_LANP","PL",2011
"A_LANL_PL","A_LANL","PL",2011
"A_LANI_PL","A_LANI","PL",2011
"A_LANT_PL","A_LANT","PL",2011
"A_LANW_PL","A_LANW","PL",2011
"A_ORGA_PL","A_ORGA","PL",2011
"A_RECR_PL","A_RECR","PL",2011
"A_OSER_PL","A_OSER","PL",2011
"A_PRHH_PL","A_PRHH","PL",2011
"A_PARI_PT","A_PARI","PT",2011
"A_WHEA_PT","A_WHEA","PT",2011
"A_OCER_PT","A_OCER","PT",2011
"A_FVEG_PT","A_FVEG","PT",2011
"A_OILS_PT","A_OILS","PT",2011
"A_SUGB_PT","A_SUGB","PT",2011
"A_OTCR_PT","A_OTCR","PT",2011
"A_CATL_PT","A_CATL","PT",2011
"A_PIGS_PT","A_PIGS","PT",2011
"A_PLTR_PT","A_PLTR","PT",2011
"A_OMEA_PT","A_OMEA","PT",2011
"A_OANP_PT","A_OANP","PT",2011
"A_MILK_PT","A_MILK","PT",2011
"A_FORE_PT","A_FORE","PT",2011
"A_FISH_PT","A_FISH","PT",2011
"A_COPO_PT","A_COPO","PT",2011
"A_PREO_PT","A_PREO","PT",2011
"A_LZTO_PT","A_LZTO","PT",2011
"A_ONFO_PT","A_ONFO","PT",2011
"A_STON_PT","A_STON","PT",2011
"A_SDCL_PT","A_SDCL","PT",2011
"A_CHMF_PT","A_CHMF","PT",2011
"A_PCAT_PT","A_PCAT","PT",2011
"A_PPIG_PT","A_PPIG","PT",2011
"A_PPLT_PT","A_PPLT","PT",2011
"A_POME_PT","A_POME","PT",2011
"A_VOIL_PT","A_VOIL","PT",2011
"A_DAIR_PT","A_DAIR","PT",2011
"A_RICE_PT","A_RICE","PT",2011
"A_SUGR_PT","A_SUGR","PT",2011
"A_OFOD_PT","A_OFOD","PT",2011
"A_BEVR_PT","A_BEVR","PT",2011
"A_FSHP_PT","A_FSHP","PT",2011
"A_TOBC_PT","A_TOBC","PT",2011
"A_TEXT_PT","A_TEXT","PT",2011
"A_GARM_PT","A_GARM","PT",2011
"A_LETH_PT","A_LETH","PT",2011
"A_WOOD_PT","A_WOOD","PT",2011
"A_WOOW_PT","A_WOOW","PT",2011
"A_PULP_PT","A_PULP","PT",2011
"A_PAPR_PT","A_PAPR","PT",2011
"A_PAPE_PT","A_PAPE","PT",2011
"A_MDIA_PT","A_MDIA","PT",2011
"A_REFN_PT","A_REFN","PT",2011
"A_PLAS_PT","A_PLAS","PT",2011
"A_PLAW_PT","A_PLAW","PT",2011
"A_NFER_PT","A_NFER","PT",2011
"A_PFER_PT","A_PFER","PT",2011
"A_CHEM_PT","A_CHEM","PT",2011
"A_RUBP_PT","A_RUBP","PT",2011
"A_GLAS_PT","A_GLAS","PT",2011
"A_GLAW_PT","A_GLAW","PT",2011
"A_CRMC_PT","A_CRMC","PT",2011
"A_BRIK_PT","A_BRIK","PT",2011
"A_CMNT_PT","A_CMNT","PT",2011
"A_ASHW_PT","A_ASHW","PT",2011
"A_ONMM_PT","A_ONMM","PT",2011
"A_STEL_PT","A_STEL","PT",2011
"A_STEW_PT","A_STEW","PT",2011
"A_PREM_PT","A_PREM","PT",2011
"A_ALUW_PT","A_ALUW","PT",2011
"A_LZTP_PT","A_LZTP","PT",2011
"A_LZTW_PT","A_LZTW","PT",2011
"A_COPP_PT","A_COPP","PT",2011
"A_COPW_PT","A_COPW","PT",2011
"A_ONFM_PT","A_ONFM","PT",2011
"A_ONFW_PT","A_ONFW","PT",2011
"A_METC_PT","A_METC","PT",2011
"A_FABM_PT","A_FABM","PT",2011
"A_MACH_PT","A_MACH","PT",2011
"A_OFMA_PT","A_OFMA","PT",2011
"A_ELMA_PT","A_ELMA","PT",2011
"A_RATV_PT","A_RATV","PT",2011
"A_MEIN_PT","A_MEIN","PT",2011
"A_MOTO_PT","A_MOTO","PT",2011
"A_OTRE_PT","A_OTRE","PT",2011
"A_FURN_PT","A_FURN","PT",2011
"A_RYMS_PT","A_RYMS","PT",2011
"A_BOTW_PT","A_BOTW","PT",2011
"A_POWC_PT","A_POWC","PT",2011
"A_POWG_PT","A_POWG","PT",2011
"A_POWH_PT","A_POWH","PT",2011
"A_POWW_PT","A_POWW","PT",2011
"A_POWP_PT","A_POWP","PT",2011
"A_POWB_PT","A_POWB","PT",2011
"A_POWS_PT","A_POWS","PT",2011
"A_POWM_PT","A_POWM","PT",2011
"A_POWT_PT","A_POWT","PT",2011
"A_POWD_PT","A_POWD","PT",2011
"A_GASD_PT","A_GASD","PT",2011
"A_HWAT_PT","A_HWAT","PT",2011
"A_WATR_PT","A_WATR","PT",2011
"A_CONS_PT","A_CONS","PT",2011
"A_TDMO_PT","A_TDMO","PT",2011
"A_TDFU_PT","A_TDFU","PT",2011
"A_TDWH_PT","A_TDWH","PT",2011
"A_TDRT_PT","A_TDRT","PT",2011
"A_HORE_PT","A_HORE","PT",2011
"A_TRAI_PT","A_TRAI","PT",2011
"A_TLND_PT","A_TLND","PT",2011
"A_TPIP_PT","A_TPIP","PT",2011
"A_TWAS_PT","A_TWAS","PT",2011
"A_TWAI_PT","A_TWAI","PT",2011
"A_TAIR_PT","A_TAIR","PT",2011
"A_TAUX_PT","A_TAUX","PT",2011
"A_PTEL_PT","A_PTEL","PT",2011
"A_FINT_PT","A_FINT","PT",2011
"A_FINS_PT","A_FINS","PT",2011
"A_FAUX_PT","A_FAUX","PT",2011
"A_REAL_PT","A_REAL","PT",2011
"A_MARE_PT","A_MARE","PT",2011
"A_COMP_PT","A_COMP","PT",2011
"A_RESD_PT","A_RESD","PT",2011
"A_OBUS_PT","A_OBUS","PT",2011
"A_PADF_PT","A_PADF","PT",2011
"A_EDUC_PT","A_EDUC","PT",2011
"A_HEAL_PT","A_HEAL","PT",2011
"A_INCF_PT","A_INCF","PT",2011
