"activityId","hasActivityType","hasLocation","hasTemporalExtent"
"A_POWG_FI","A_POWG","FI",2011
"A_POWN_FI","A_POWN","FI",2011
"A_POWH_FI","A_POWH","FI",2011
"A_POWW_FI","A_POWW","FI",2011
"A_POWP_FI","A_POWP","FI",2011
"A_POWB_FI","A_POWB","FI",2011
"A_POWS_FI","A_POWS","FI",2011
"A_POWZ_FI","A_POWZ","FI",2011
"A_POWT_FI","A_POWT","FI",2011
"A_POWD_FI","A_POWD","FI",2011
"A_GASD_FI","A_GASD","FI",2011
"A_HWAT_FI","A_HWAT","FI",2011
"A_WATR_FI","A_WATR","FI",2011
"A_CONS_FI","A_CONS","FI",2011
"A_CONW_FI","A_CONW","FI",2011
"A_TDMO_FI","A_TDMO","FI",2011
"A_TDFU_FI","A_TDFU","FI",2011
"A_TDWH_FI","A_TDWH","FI",2011
"A_TDRT_FI","A_TDRT","FI",2011
"A_HORE_FI","A_HORE","FI",2011
"A_TRAI_FI","A_TRAI","FI",2011
"A_TLND_FI","A_TLND","FI",2011
"A_TPIP_FI","A_TPIP","FI",2011
"A_TWAS_FI","A_TWAS","FI",2011
"A_TWAI_FI","A_TWAI","FI",2011
"A_TAIR_FI","A_TAIR","FI",2011
"A_TAUX_FI","A_TAUX","FI",2011
"A_PTEL_FI","A_PTEL","FI",2011
"A_FINT_FI","A_FINT","FI",2011
"A_FINS_FI","A_FINS","FI",2011
"A_FAUX_FI","A_FAUX","FI",2011
"A_REAL_FI","A_REAL","FI",2011
"A_MARE_FI","A_MARE","FI",2011
"A_COMP_FI","A_COMP","FI",2011
"A_RESD_FI","A_RESD","FI",2011
"A_OBUS_FI","A_OBUS","FI",2011
"A_PADF_FI","A_PADF","FI",2011
"A_EDUC_FI","A_EDUC","FI",2011
"A_HEAL_FI","A_HEAL","FI",2011
"A_INCF_FI","A_INCF","FI",2011
"A_INCP_FI","A_INCP","FI",2011
"A_INCL_FI","A_INCL","FI",2011
"A_INCM_FI","A_INCM","FI",2011
"A_INCT_FI","A_INCT","FI",2011
"A_INCW_FI","A_INCW","FI",2011
"A_INCO_FI","A_INCO","FI",2011
"A_BIOS_FI","A_BIOS","FI",2011
"A_COMF_FI","A_COMF","FI",2011
"A_WASF_FI","A_WASF","FI",2011
"A_WASO_FI","A_WASO","FI",2011
"A_LANF_FI","A_LANF","FI",2011
"A_LANP_FI","A_LANP","FI",2011
"A_LANL_FI","A_LANL","FI",2011
"A_LANI_FI","A_LANI","FI",2011
"A_LANT_FI","A_LANT","FI",2011
"A_LANW_FI","A_LANW","FI",2011
"A_ORGA_FI","A_ORGA","FI",2011
"A_RECR_FI","A_RECR","FI",2011
"A_OSER_FI","A_OSER","FI",2011
"A_PARI_FR","A_PARI","FR",2011
"A_WHEA_FR","A_WHEA","FR",2011
"A_OCER_FR","A_OCER","FR",2011
"A_FVEG_FR","A_FVEG","FR",2011
"A_OILS_FR","A_OILS","FR",2011
"A_SUGB_FR","A_SUGB","FR",2011
"A_FIBR_FR","A_FIBR","FR",2011
"A_OTCR_FR","A_OTCR","FR",2011
"A_CATL_FR","A_CATL","FR",2011
"A_PIGS_FR","A_PIGS","FR",2011
"A_PLTR_FR","A_PLTR","FR",2011
"A_OMEA_FR","A_OMEA","FR",2011
"A_OANP_FR","A_OANP","FR",2011
"A_MILK_FR","A_MILK","FR",2011
"A_FORE_FR","A_FORE","FR",2011
"A_FISH_FR","A_FISH","FR",2011
"A_COIL_FR","A_COIL","FR",2011
"A_GASE_FR","A_GASE","FR",2011
"A_ALUO_FR","A_ALUO","FR",2011
"A_STON_FR","A_STON","FR",2011
"A_SDCL_FR","A_SDCL","FR",2011
"A_CHMF_FR","A_CHMF","FR",2011
"A_PCAT_FR","A_PCAT","FR",2011
"A_PPIG_FR","A_PPIG","FR",2011
"A_PPLT_FR","A_PPLT","FR",2011
"A_POME_FR","A_POME","FR",2011
"A_VOIL_FR","A_VOIL","FR",2011
"A_DAIR_FR","A_DAIR","FR",2011
"A_RICE_FR","A_RICE","FR",2011
"A_SUGR_FR","A_SUGR","FR",2011
"A_OFOD_FR","A_OFOD","FR",2011
"A_BEVR_FR","A_BEVR","FR",2011
"A_FSHP_FR","A_FSHP","FR",2011
"A_TOBC_FR","A_TOBC","FR",2011
"A_TEXT_FR","A_TEXT","FR",2011
"A_GARM_FR","A_GARM","FR",2011
"A_LETH_FR","A_LETH","FR",2011
"A_WOOD_FR","A_WOOD","FR",2011
"A_WOOW_FR","A_WOOW","FR",2011
"A_PULP_FR","A_PULP","FR",2011
"A_PAPR_FR","A_PAPR","FR",2011
"A_PAPE_FR","A_PAPE","FR",2011
"A_MDIA_FR","A_MDIA","FR",2011
"A_COKE_FR","A_COKE","FR",2011
"A_REFN_FR","A_REFN","FR",2011
"A_NUCF_FR","A_NUCF","FR",2011
"A_PLAS_FR","A_PLAS","FR",2011
"A_PLAW_FR","A_PLAW","FR",2011
"A_NFER_FR","A_NFER","FR",2011
"A_PFER_FR","A_PFER","FR",2011
"A_CHEM_FR","A_CHEM","FR",2011
"A_RUBP_FR","A_RUBP","FR",2011
"A_GLAS_FR","A_GLAS","FR",2011
"A_GLAW_FR","A_GLAW","FR",2011
"A_CRMC_FR","A_CRMC","FR",2011
"A_BRIK_FR","A_BRIK","FR",2011
"A_CMNT_FR","A_CMNT","FR",2011
"A_ASHW_FR","A_ASHW","FR",2011
"A_ONMM_FR","A_ONMM","FR",2011
"A_STEL_FR","A_STEL","FR",2011
"A_STEW_FR","A_STEW","FR",2011
"A_PREM_FR","A_PREM","FR",2011
"A_ALUM_FR","A_ALUM","FR",2011
"A_ALUW_FR","A_ALUW","FR",2011
"A_LZTP_FR","A_LZTP","FR",2011
"A_LZTW_FR","A_LZTW","FR",2011
"A_COPP_FR","A_COPP","FR",2011
"A_ONFM_FR","A_ONFM","FR",2011
"A_ONFW_FR","A_ONFW","FR",2011
"A_METC_FR","A_METC","FR",2011
"A_FABM_FR","A_FABM","FR",2011
"A_MACH_FR","A_MACH","FR",2011
"A_OFMA_FR","A_OFMA","FR",2011
"A_ELMA_FR","A_ELMA","FR",2011
"A_RATV_FR","A_RATV","FR",2011
"A_MEIN_FR","A_MEIN","FR",2011
"A_MOTO_FR","A_MOTO","FR",2011
"A_OTRE_FR","A_OTRE","FR",2011
"A_FURN_FR","A_FURN","FR",2011
"A_BOTW_FR","A_BOTW","FR",2011
"A_POWC_FR","A_POWC","FR",2011
"A_POWG_FR","A_POWG","FR",2011
"A_POWN_FR","A_POWN","FR",2011
"A_POWH_FR","A_POWH","FR",2011
"A_POWW_FR","A_POWW","FR",2011
"A_POWP_FR","A_POWP","FR",2011
"A_POWB_FR","A_POWB","FR",2011
"A_POWS_FR","A_POWS","FR",2011
"A_POWO_FR","A_POWO","FR",2011
"A_POWT_FR","A_POWT","FR",2011
"A_POWD_FR","A_POWD","FR",2011
"A_GASD_FR","A_GASD","FR",2011
"A_HWAT_FR","A_HWAT","FR",2011
"A_WATR_FR","A_WATR","FR",2011
"A_CONS_FR","A_CONS","FR",2011
"A_CONW_FR","A_CONW","FR",2011
"A_TDMO_FR","A_TDMO","FR",2011
"A_TDFU_FR","A_TDFU","FR",2011
"A_TDWH_FR","A_TDWH","FR",2011
"A_TDRT_FR","A_TDRT","FR",2011
"A_HORE_FR","A_HORE","FR",2011
"A_TRAI_FR","A_TRAI","FR",2011
"A_TLND_FR","A_TLND","FR",2011
"A_TPIP_FR","A_TPIP","FR",2011
"A_TWAS_FR","A_TWAS","FR",2011
"A_TWAI_FR","A_TWAI","FR",2011
"A_TAIR_FR","A_TAIR","FR",2011
"A_TAUX_FR","A_TAUX","FR",2011
"A_PTEL_FR","A_PTEL","FR",2011
"A_FINT_FR","A_FINT","FR",2011
"A_FINS_FR","A_FINS","FR",2011
"A_FAUX_FR","A_FAUX","FR",2011
"A_REAL_FR","A_REAL","FR",2011
"A_MARE_FR","A_MARE","FR",2011
"A_COMP_FR","A_COMP","FR",2011
"A_RESD_FR","A_RESD","FR",2011
"A_OBUS_FR","A_OBUS","FR",2011
"A_PADF_FR","A_PADF","FR",2011
"A_EDUC_FR","A_EDUC","FR",2011
"A_HEAL_FR","A_HEAL","FR",2011
"A_INCF_FR","A_INCF","FR",2011
"A_INCP_FR","A_INCP","FR",2011
"A_INCL_FR","A_INCL","FR",2011
"A_INCM_FR","A_INCM","FR",2011
"A_INCT_FR","A_INCT","FR",2011
"A_INCW_FR","A_INCW","FR",2011
"A_INCO_FR","A_INCO","FR",2011
"A_BIOF_FR","A_BIOF","FR",2011
"A_BIOP_FR","A_BIOP","FR",2011
"A_BIOS_FR","A_BIOS","FR",2011
"A_COMF_FR","A_COMF","FR",2011
"A_COMW_FR","A_COMW","FR",2011
"A_WASF_FR","A_WASF","FR",2011
"A_WASO_FR","A_WASO","FR",2011
"A_LANF_FR","A_LANF","FR",2011
"A_LANP_FR","A_LANP","FR",2011
"A_LANL_FR","A_LANL","FR",2011
"A_LANI_FR","A_LANI","FR",2011
"A_LANT_FR","A_LANT","FR",2011
"A_LANW_FR","A_LANW","FR",2011
"A_ORGA_FR","A_ORGA","FR",2011
"A_RECR_FR","A_RECR","FR",2011
"A_OSER_FR","A_OSER","FR",2011
"A_WHEA_DE","A_WHEA","DE",2011
"A_OCER_DE","A_OCER","DE",2011
"A_FVEG_DE","A_FVEG","DE",2011
"A_OILS_DE","A_OILS","DE",2011
"A_SUGB_DE","A_SUGB","DE",2011
"A_OTCR_DE","A_OTCR","DE",2011
"A_CATL_DE","A_CATL","DE",2011
"A_PIGS_DE","A_PIGS","DE",2011
"A_PLTR_DE","A_PLTR","DE",2011
"A_OMEA_DE","A_OMEA","DE",2011
"A_OANP_DE","A_OANP","DE",2011
"A_MILK_DE","A_MILK","DE",2011
"A_FORE_DE","A_FORE","DE",2011
"A_FISH_DE","A_FISH","DE",2011
"A_COAL_DE","A_COAL","DE",2011
"A_COIL_DE","A_COIL","DE",2011
"A_GASE_DE","A_GASE","DE",2011
"A_ORAN_DE","A_ORAN","DE",2011
"A_IRON_DE","A_IRON","DE",2011
"A_ONFO_DE","A_ONFO","DE",2011
"A_STON_DE","A_STON","DE",2011
"A_SDCL_DE","A_SDCL","DE",2011
"A_CHMF_DE","A_CHMF","DE",2011
"A_PCAT_DE","A_PCAT","DE",2011
"A_PPIG_DE","A_PPIG","DE",2011
"A_PPLT_DE","A_PPLT","DE",2011
"A_POME_DE","A_POME","DE",2011
"A_VOIL_DE","A_VOIL","DE",2011
"A_DAIR_DE","A_DAIR","DE",2011
"A_SUGR_DE","A_SUGR","DE",2011
"A_OFOD_DE","A_OFOD","DE",2011
"A_BEVR_DE","A_BEVR","DE",2011
"A_FSHP_DE","A_FSHP","DE",2011
"A_TOBC_DE","A_TOBC","DE",2011
"A_TEXT_DE","A_TEXT","DE",2011
"A_GARM_DE","A_GARM","DE",2011
"A_LETH_DE","A_LETH","DE",2011
"A_WOOD_DE","A_WOOD","DE",2011
"A_WOOW_DE","A_WOOW","DE",2011
"A_PULP_DE","A_PULP","DE",2011
"A_PAPR_DE","A_PAPR","DE",2011
"A_PAPE_DE","A_PAPE","DE",2011
"A_MDIA_DE","A_MDIA","DE",2011
"A_COKE_DE","A_COKE","DE",2011
"A_REFN_DE","A_REFN","DE",2011
"A_NUCF_DE","A_NUCF","DE",2011
"A_PLAS_DE","A_PLAS","DE",2011
"A_PLAW_DE","A_PLAW","DE",2011
"A_NFER_DE","A_NFER","DE",2011
"A_PFER_DE","A_PFER","DE",2011
"A_CHEM_DE","A_CHEM","DE",2011
"A_RUBP_DE","A_RUBP","DE",2011
"A_GLAS_DE","A_GLAS","DE",2011
"A_GLAW_DE","A_GLAW","DE",2011
"A_CRMC_DE","A_CRMC","DE",2011
"A_BRIK_DE","A_BRIK","DE",2011
"A_CMNT_DE","A_CMNT","DE",2011
"A_ASHW_DE","A_ASHW","DE",2011
"A_ONMM_DE","A_ONMM","DE",2011
"A_STEL_DE","A_STEL","DE",2011
"A_STEW_DE","A_STEW","DE",2011
"A_PREM_DE","A_PREM","DE",2011
"A_ALUM_DE","A_ALUM","DE",2011
"A_ALUW_DE","A_ALUW","DE",2011
"A_LZTP_DE","A_LZTP","DE",2011
"A_LZTW_DE","A_LZTW","DE",2011
"A_COPP_DE","A_COPP","DE",2011
"A_COPW_DE","A_COPW","DE",2011
"A_ONFM_DE","A_ONFM","DE",2011
"A_ONFW_DE","A_ONFW","DE",2011
"A_METC_DE","A_METC","DE",2011
"A_FABM_DE","A_FABM","DE",2011
"A_MACH_DE","A_MACH","DE",2011
"A_OFMA_DE","A_OFMA","DE",2011
"A_ELMA_DE","A_ELMA","DE",2011
"A_RATV_DE","A_RATV","DE",2011
"A_MEIN_DE","A_MEIN","DE",2011
"A_MOTO_DE","A_MOTO","DE",2011
"A_OTRE_DE","A_OTRE","DE",2011
"A_FURN_DE","A_FURN","DE",2011
"A_RYMS_DE","A_RYMS","DE",2011
"A_BOTW_DE","A_BOTW","DE",2011
"A_POWC_DE","A_POWC","DE",2011
"A_POWG_DE","A_POWG","DE",2011
"A_POWN_DE","A_POWN","DE",2011
"A_POWH_DE","A_POWH","DE",2011
"A_POWW_DE","A_POWW","DE",2011
"A_POWP_DE","A_POWP","DE",2011
"A_POWB_DE","A_POWB","DE",2011
"A_POWS_DE","A_POWS","DE",2011
"A_POWM_DE","A_POWM","DE",2011
"A_POWT_DE","A_POWT","DE",2011
"A_POWD_DE","A_POWD","DE",2011
"A_GASD_DE","A_GASD","DE",2011
"A_HWAT_DE","A_HWAT","DE",2011
"A_WATR_DE","A_WATR","DE",2011
"A_CONS_DE","A_CONS","DE",2011
"A_CONW_DE","A_CONW","DE",2011
"A_TDMO_DE","A_TDMO","DE",2011
"A_TDFU_DE","A_TDFU","DE",2011
"A_TDWH_DE","A_TDWH","DE",2011
"A_TDRT_DE","A_TDRT","DE",2011
"A_HORE_DE","A_HORE","DE",2011
"A_TRAI_DE","A_TRAI","DE",2011
"A_TLND_DE","A_TLND","DE",2011
"A_TPIP_DE","A_TPIP","DE",2011
"A_TWAS_DE","A_TWAS","DE",2011
"A_TWAI_DE","A_TWAI","DE",2011
"A_TAIR_DE","A_TAIR","DE",2011
"A_TAUX_DE","A_TAUX","DE",2011
"A_PTEL_DE","A_PTEL","DE",2011
"A_FINT_DE","A_FINT","DE",2011
"A_FINS_DE","A_FINS","DE",2011
"A_FAUX_DE","A_FAUX","DE",2011
"A_REAL_DE","A_REAL","DE",2011
"A_MARE_DE","A_MARE","DE",2011
"A_COMP_DE","A_COMP","DE",2011
"A_RESD_DE","A_RESD","DE",2011
"A_OBUS_DE","A_OBUS","DE",2011
"A_PADF_DE","A_PADF","DE",2011
"A_EDUC_DE","A_EDUC","DE",2011
"A_HEAL_DE","A_HEAL","DE",2011
"A_INCF_DE","A_INCF","DE",2011
"A_INCP_DE","A_INCP","DE",2011
"A_INCL_DE","A_INCL","DE",2011
"A_INCM_DE","A_INCM","DE",2011
"A_INCT_DE","A_INCT","DE",2011
"A_INCW_DE","A_INCW","DE",2011
"A_INCO_DE","A_INCO","DE",2011
"A_BIOF_DE","A_BIOF","DE",2011
"A_BIOP_DE","A_BIOP","DE",2011
"A_BIOS_DE","A_BIOS","DE",2011
"A_COMF_DE","A_COMF","DE",2011
"A_COMW_DE","A_COMW","DE",2011
"A_WASF_DE","A_WASF","DE",2011
"A_WASO_DE","A_WASO","DE",2011
"A_LANF_DE","A_LANF","DE",2011
"A_LANP_DE","A_LANP","DE",2011
"A_LANL_DE","A_LANL","DE",2011
"A_LANI_DE","A_LANI","DE",2011
"A_LANT_DE","A_LANT","DE",2011
"A_LANW_DE","A_LANW","DE",2011
"A_ORGA_DE","A_ORGA","DE",2011
"A_RECR_DE","A_RECR","DE",2011
"A_OSER_DE","A_OSER","DE",2011
"A_PARI_GR","A_PARI","GR",2011
"A_WHEA_GR","A_WHEA","GR",2011
"A_OCER_GR","A_OCER","GR",2011
"A_FVEG_GR","A_FVEG","GR",2011
"A_SUGB_GR","A_SUGB","GR",2011
"A_FIBR_GR","A_FIBR","GR",2011
"A_OTCR_GR","A_OTCR","GR",2011
"A_CATL_GR","A_CATL","GR",2011
"A_PIGS_GR","A_PIGS","GR",2011
"A_PLTR_GR","A_PLTR","GR",2011
"A_OMEA_GR","A_OMEA","GR",2011
"A_OANP_GR","A_OANP","GR",2011
"A_MILK_GR","A_MILK","GR",2011
"A_FORE_GR","A_FORE","GR",2011
"A_FISH_GR","A_FISH","GR",2011
"A_COAL_GR","A_COAL","GR",2011
"A_COIL_GR","A_COIL","GR",2011
"A_GASE_GR","A_GASE","GR",2011
"A_IRON_GR","A_IRON","GR",2011
"A_NIKO_GR","A_NIKO","GR",2011
"A_ALUO_GR","A_ALUO","GR",2011
"A_PREO_GR","A_PREO","GR",2011
"A_LZTO_GR","A_LZTO","GR",2011
"A_SDCL_GR","A_SDCL","GR",2011
"A_CHMF_GR","A_CHMF","GR",2011
"A_PCAT_GR","A_PCAT","GR",2011
"A_PPIG_GR","A_PPIG","GR",2011
"A_PPLT_GR","A_PPLT","GR",2011
"A_POME_GR","A_POME","GR",2011
"A_VOIL_GR","A_VOIL","GR",2011
"A_DAIR_GR","A_DAIR","GR",2011
"A_RICE_GR","A_RICE","GR",2011
"A_SUGR_GR","A_SUGR","GR",2011
"A_OFOD_GR","A_OFOD","GR",2011
"A_BEVR_GR","A_BEVR","GR",2011
"A_FSHP_GR","A_FSHP","GR",2011
"A_TOBC_GR","A_TOBC","GR",2011
"A_TEXT_GR","A_TEXT","GR",2011
"A_GARM_GR","A_GARM","GR",2011
"A_LETH_GR","A_LETH","GR",2011
"A_WOOD_GR","A_WOOD","GR",2011
"A_WOOW_GR","A_WOOW","GR",2011
"A_PULP_GR","A_PULP","GR",2011
"A_PAPR_GR","A_PAPR","GR",2011
"A_PAPE_GR","A_PAPE","GR",2011
"A_MDIA_GR","A_MDIA","GR",2011
"A_REFN_GR","A_REFN","GR",2011
"A_PLAS_GR","A_PLAS","GR",2011
"A_PLAW_GR","A_PLAW","GR",2011
"A_NFER_GR","A_NFER","GR",2011
"A_PFER_GR","A_PFER","GR",2011
"A_CHEM_GR","A_CHEM","GR",2011
"A_RUBP_GR","A_RUBP","GR",2011
"A_GLAS_GR","A_GLAS","GR",2011
"A_GLAW_GR","A_GLAW","GR",2011
"A_CRMC_GR","A_CRMC","GR",2011
"A_BRIK_GR","A_BRIK","GR",2011
"A_CMNT_GR","A_CMNT","GR",2011
"A_ASHW_GR","A_ASHW","GR",2011
"A_ONMM_GR","A_ONMM","GR",2011
"A_STEL_GR","A_STEL","GR",2011
"A_STEW_GR","A_STEW","GR",2011
"A_PREM_GR","A_PREM","GR",2011
"A_ALUM_GR","A_ALUM","GR",2011
"A_ALUW_GR","A_ALUW","GR",2011
"A_LZTP_GR","A_LZTP","GR",2011
"A_LZTW_GR","A_LZTW","GR",2011
"A_COPP_GR","A_COPP","GR",2011
"A_ONFM_GR","A_ONFM","GR",2011
"A_ONFW_GR","A_ONFW","GR",2011
"A_METC_GR","A_METC","GR",2011
"A_FABM_GR","A_FABM","GR",2011
"A_MACH_GR","A_MACH","GR",2011
"A_OFMA_GR","A_OFMA","GR",2011
"A_ELMA_GR","A_ELMA","GR",2011
"A_RATV_GR","A_RATV","GR",2011
"A_MEIN_GR","A_MEIN","GR",2011
"A_MOTO_GR","A_MOTO","GR",2011
"A_OTRE_GR","A_OTRE","GR",2011
"A_FURN_GR","A_FURN","GR",2011
"A_RYMS_GR","A_RYMS","GR",2011
"A_BOTW_GR","A_BOTW","GR",2011
"A_POWC_GR","A_POWC","GR",2011
"A_POWG_GR","A_POWG","GR",2011
"A_POWH_GR","A_POWH","GR",2011
"A_POWW_GR","A_POWW","GR",2011
"A_POWP_GR","A_POWP","GR",2011
"A_POWS_GR","A_POWS","GR",2011
"A_POWT_GR","A_POWT","GR",2011
"A_POWD_GR","A_POWD","GR",2011
"A_GASD_GR","A_GASD","GR",2011
"A_HWAT_GR","A_HWAT","GR",2011
"A_WATR_GR","A_WATR","GR",2011
"A_CONS_GR","A_CONS","GR",2011
"A_TDMO_GR","A_TDMO","GR",2011
"A_TDFU_GR","A_TDFU","GR",2011
"A_TDWH_GR","A_TDWH","GR",2011
"A_TDRT_GR","A_TDRT","GR",2011
"A_HORE_GR","A_HORE","GR",2011
"A_TRAI_GR","A_TRAI","GR",2011
"A_TLND_GR","A_TLND","GR",2011
"A_TPIP_GR","A_TPIP","GR",2011
"A_TWAS_GR","A_TWAS","GR",2011
"A_TWAI_GR","A_TWAI","GR",2011
"A_TAIR_GR","A_TAIR","GR",2011
"A_TAUX_GR","A_TAUX","GR",2011
"A_PTEL_GR","A_PTEL","GR",2011
"A_FINT_GR","A_FINT","GR",2011
"A_FINS_GR","A_FINS","GR",2011
"A_FAUX_GR","A_FAUX","GR",2011
"A_REAL_GR","A_REAL","GR",2011
"A_MARE_GR","A_MARE","GR",2011
"A_COMP_GR","A_COMP","GR",2011
"A_RESD_GR","A_RESD","GR",2011
"A_OBUS_GR","A_OBUS","GR",2011
"A_PADF_GR","A_PADF","GR",2011
"A_EDUC_GR","A_EDUC","GR",2011
"A_HEAL_GR","A_HEAL","GR",2011
"A_INCM_GR","A_INCM","GR",2011
"A_INCO_GR","A_INCO","GR",2011
"A_BIOS_GR","A_BIOS","GR",2011
"A_COMF_GR","A_COMF","GR",2011
"A_WASF_GR","A_WASF","GR",2011
"A_WASO_GR","A_WASO","GR",2011
"A_LANF_GR","A_LANF","GR",2011
"A_LANP_GR","A_LANP","GR",2011
"A_LANL_GR","A_LANL","GR",2011
"A_LANI_GR","A_LANI","GR",2011
"A_LANT_GR","A_LANT","GR",2011
"A_LANW_GR","A_LANW","GR",2011
"A_ORGA_GR","A_ORGA","GR",2011
"A_RECR_GR","A_RECR","GR",2011
"A_OSER_GR","A_OSER","GR",2011
"A_PARI_HU","A_PARI","HU",2011
"A_WHEA_HU","A_WHEA","HU",2011
"A_OCER_HU","A_OCER","HU",2011
"A_FVEG_HU","A_FVEG","HU",2011
"A_OILS_HU","A_OILS","HU",2011
"A_SUGB_HU","A_SUGB","HU",2011
"A_FIBR_HU","A_FIBR","HU",2011
"A_OTCR_HU","A_OTCR","HU",2011
"A_CATL_HU","A_CATL","HU",2011
"A_PIGS_HU","A_PIGS","HU",2011
"A_PLTR_HU","A_PLTR","HU",2011
"A_OMEA_HU","A_OMEA","HU",2011
"A_OANP_HU","A_OANP","HU",2011
"A_MILK_HU","A_MILK","HU",2011
"A_FORE_HU","A_FORE","HU",2011
"A_FISH_HU","A_FISH","HU",2011
"A_COAL_HU","A_COAL","HU",2011
"A_COIL_HU","A_COIL","HU",2011
"A_GASE_HU","A_GASE","HU",2011
"A_ALUO_HU","A_ALUO","HU",2011
"A_ONFO_HU","A_ONFO","HU",2011
"A_STON_HU","A_STON","HU",2011
"A_SDCL_HU","A_SDCL","HU",2011
"A_CHMF_HU","A_CHMF","HU",2011
"A_PCAT_HU","A_PCAT","HU",2011
"A_PPIG_HU","A_PPIG","HU",2011
"A_PPLT_HU","A_PPLT","HU",2011
"A_POME_HU","A_POME","HU",2011
"A_VOIL_HU","A_VOIL","HU",2011
"A_DAIR_HU","A_DAIR","HU",2011
"A_RICE_HU","A_RICE","HU",2011
"A_SUGR_HU","A_SUGR","HU",2011
"A_OFOD_HU","A_OFOD","HU",2011
"A_BEVR_HU","A_BEVR","HU",2011
"A_FSHP_HU","A_FSHP","HU",2011
"A_TOBC_HU","A_TOBC","HU",2011
"A_TEXT_HU","A_TEXT","HU",2011
"A_GARM_HU","A_GARM","HU",2011
"A_LETH_HU","A_LETH","HU",2011
"A_WOOD_HU","A_WOOD","HU",2011
"A_WOOW_HU","A_WOOW","HU",2011
"A_PULP_HU","A_PULP","HU",2011
"A_PAPR_HU","A_PAPR","HU",2011
"A_PAPE_HU","A_PAPE","HU",2011
"A_MDIA_HU","A_MDIA","HU",2011
"A_COKE_HU","A_COKE","HU",2011
"A_REFN_HU","A_REFN","HU",2011
"A_NUCF_HU","A_NUCF","HU",2011
"A_PLAS_HU","A_PLAS","HU",2011
"A_PLAW_HU","A_PLAW","HU",2011
"A_NFER_HU","A_NFER","HU",2011
"A_CHEM_HU","A_CHEM","HU",2011
"A_RUBP_HU","A_RUBP","HU",2011
"A_GLAS_HU","A_GLAS","HU",2011
"A_GLAW_HU","A_GLAW","HU",2011
"A_CRMC_HU","A_CRMC","HU",2011
"A_BRIK_HU","A_BRIK","HU",2011
"A_CMNT_HU","A_CMNT","HU",2011
"A_ASHW_HU","A_ASHW","HU",2011
"A_ONMM_HU","A_ONMM","HU",2011
"A_STEL_HU","A_STEL","HU",2011
"A_STEW_HU","A_STEW","HU",2011
"A_PREM_HU","A_PREM","HU",2011
"A_ALUM_HU","A_ALUM","HU",2011
"A_ALUW_HU","A_ALUW","HU",2011
"A_LZTP_HU","A_LZTP","HU",2011
"A_COPP_HU","A_COPP","HU",2011
"A_ONFM_HU","A_ONFM","HU",2011
"A_ONFW_HU","A_ONFW","HU",2011
"A_METC_HU","A_METC","HU",2011
"A_FABM_HU","A_FABM","HU",2011
"A_MACH_HU","A_MACH","HU",2011
"A_OFMA_HU","A_OFMA","HU",2011
"A_ELMA_HU","A_ELMA","HU",2011
"A_RATV_HU","A_RATV","HU",2011
"A_MEIN_HU","A_MEIN","HU",2011
"A_MOTO_HU","A_MOTO","HU",2011
"A_OTRE_HU","A_OTRE","HU",2011
"A_FURN_HU","A_FURN","HU",2011
"A_RYMS_HU","A_RYMS","HU",2011
"A_BOTW_HU","A_BOTW","HU",2011
"A_POWC_HU","A_POWC","HU",2011
"A_POWG_HU","A_POWG","HU",2011
"A_POWN_HU","A_POWN","HU",2011
"A_POWH_HU","A_POWH","HU",2011
"A_POWW_HU","A_POWW","HU",2011
"A_POWP_HU","A_POWP","HU",2011
"A_POWB_HU","A_POWB","HU",2011
"A_POWS_HU","A_POWS","HU",2011
"A_POWT_HU","A_POWT","HU",2011
"A_POWD_HU","A_POWD","HU",2011
"A_GASD_HU","A_GASD","HU",2011
"A_HWAT_HU","A_HWAT","HU",2011
"A_WATR_HU","A_WATR","HU",2011
"A_CONS_HU","A_CONS","HU",2011
"A_TDMO_HU","A_TDMO","HU",2011
"A_TDFU_HU","A_TDFU","HU",2011
"A_TDWH_HU","A_TDWH","HU",2011
"A_TDRT_HU","A_TDRT","HU",2011
"A_HORE_HU","A_HORE","HU",2011
"A_TRAI_HU","A_TRAI","HU",2011
"A_TLND_HU","A_TLND","HU",2011
"A_TPIP_HU","A_TPIP","HU",2011
"A_TWAS_HU","A_TWAS","HU",2011
"A_TWAI_HU","A_TWAI","HU",2011
"A_TAIR_HU","A_TAIR","HU",2011
"A_TAUX_HU","A_TAUX","HU",2011
"A_PTEL_HU","A_PTEL","HU",2011
"A_FINT_HU","A_FINT","HU",2011
"A_FINS_HU","A_FINS","HU",2011
"A_FAUX_HU","A_FAUX","HU",2011
"A_REAL_HU","A_REAL","HU",2011
"A_MARE_HU","A_MARE","HU",2011
"A_COMP_HU","A_COMP","HU",2011
"A_RESD_HU","A_RESD","HU",2011
"A_OBUS_HU","A_OBUS","HU",2011
"A_PADF_HU","A_PADF","HU",2011
"A_EDUC_HU","A_EDUC","HU",2011
"A_HEAL_HU","A_HEAL","HU",2011
"A_INCF_HU","A_INCF","HU",2011
"A_INCP_HU","A_INCP","HU",2011
"A_INCL_HU","A_INCL","HU",2011
"A_INCM_HU","A_INCM","HU",2011
"A_INCT_HU","A_INCT","HU",2011
"A_INCW_HU","A_INCW","HU",2011
"A_INCO_HU","A_INCO","HU",2011
"A_BIOS_HU","A_BIOS","HU",2011
"A_COMF_HU","A_COMF","HU",2011
